3.429075134026352600e+01	1.215312836875415137e+01
4.456153962327032758e+01	2.079052164712574680e+01
3.410688366867006494e+01	1.626527455304939096e+01
4.618079396333592257e+01	1.815797355290768067e+01
3.757773373216564039e+01	2.129031803427160341e+01
3.587825693653664416e+01	2.458666828084316336e+01
4.610483934875028922e+01	2.287508421959059035e+01
3.438124155815493310e+01	1.541329711156750371e+01
3.710243749718954831e+01	2.244620127864430259e+01
3.480186595340345690e+01	1.192146766198460028e+01
4.914314560737570048e+01	1.680718539232680442e+01
3.758332348684228208e+01	7.578271446192180960e+00
4.389937689636073515e+01	2.331077510647842743e+01
3.804278096949528987e+01	1.788692897378605551e+01
3.760408903099286704e+01	1.634043206036016826e+01
4.213826039191811645e+01	1.697107776743339258e+01
4.009962938351642947e+01	1.600813036080112894e+01
4.262945900545916800e+01	1.907173514887652743e+01
3.841532600998853297e+01	1.978594804899242376e+01
3.499197870473389571e+01	1.692795898183008063e+01
4.029666840336210498e+01	4.984292703080245523e+00
3.679298998507816520e+01	2.306816707641729991e+01
3.882753932384778750e+01	2.526491559571190493e+01
3.868781391354989552e+01	2.542942937103943635e+01
4.026741791905389078e+01	1.347414072172863087e+01
4.023030330834855306e+01	2.557564630751726753e+01
4.367292127282685499e+01	1.428325179063475403e+01
3.781171696663510318e+01	1.747110180129577017e+01
4.222805337144840365e+01	1.960090395524578000e+01
4.053954868119745925e+01	7.695115385280530518e+00
3.582420735782271493e+01	1.405489026686673171e+01
3.823300812145439664e+01	1.179790063208176321e+01
4.588243895312226783e+01	1.983982094317656220e+01
4.516180432824328506e+01	1.810900603302647838e+01
4.310323221882146782e+01	5.476795374964862795e+00
4.925047533370644715e+01	1.920165839604677416e+01
4.817655859938341223e+01	1.326325267287452725e+01
3.536767957932943318e+01	7.421580316522116583e+00
4.234356419730919896e+01	2.479163723913472950e+01
3.396074880069193114e+01	2.025172669527329106e+01
4.101445186102795049e+01	2.073743041677001031e+01
3.697631748892997194e+01	2.542117542886806447e+01
4.479352171108467218e+01	1.258650678780787402e+01
4.066783473325284604e+01	9.605780982318350425e+00
4.345859930551883110e+01	7.221012574736930922e+00
4.354694642584975384e+01	1.004610850682917622e+01
4.260056019759314694e+01	1.304177140158007475e+01
4.206175537345095705e+01	1.412240849832118883e+01
3.712910556018022845e+01	1.587948380061539666e+01
3.974753845958075971e+01	2.022534272341219364e+01
-4.691836612532749307e+00	7.365176821023559306e+00
-6.165844073056003793e+00	2.211992224672742324e+01
-1.263335812678048775e+01	-1.826330126808977283e+01
-5.476427704388174611e+00	8.195781159682910655e+00
-4.251442964210395026e+00	2.485994604039856881e+01
-9.131707374617718642e+00	-8.115529012285366051e+00
-6.267860922489155939e+00	2.521608881276376124e+01
-7.368911130304018897e+00	2.619531473506727082e+01
-6.862324929934628059e+00	2.365436287654444669e+01
-1.356804578162614661e+01	2.364660162608425509e+01
-1.689265035780179147e+01	-1.750318564572948787e+01
-1.820818347287771743e+01	1.970147364242193788e+01
-1.554455591193105768e+01	-5.735946803557427920e+00
-7.181249969054105620e+00	1.906035560132864859e+01
-1.488438467543700838e+01	-1.818520891373229631e+01
-8.296957516111472586e+00	1.881019935578920155e+01
-1.074199986888602609e+01	1.778423970795494569e+01
9.316359123429519329e+00	-2.361526672627116596e+01
-1.514067753370156133e+01	-2.250854308911023693e+01
-1.235809879186515303e+01	-2.036149214699609189e+01
1.010450305651840708e+01	-2.364389820387803454e+01
-7.292046871302440891e+00	2.117468391655898330e+01
-3.727038684990125361e+00	2.105809559603197201e+01
-2.209450859100729403e+01	-1.308409759763823388e+01
-5.289249983421227874e+00	1.708663189085938283e+00
-2.401772036147520240e+01	-1.156126740070876302e+01
-1.574631716767221690e+01	6.847559625078262435e+00
-2.261709561290822990e+01	-1.175179861045092622e+01
